# f, real(s11), imag(s11), abs(s21), real(s22), imag(s22)
7.247924804999999537e+01 4.030309663160461589e-03 6.680134499984622829e-04 9.975772266143689837e-01 1.604775783528500236e-03 1.221804553490292607e-03
7.248535155999999802e+01 4.030472475248751164e-03 6.678821554972747378e-04 9.975770854565080281e-01 1.604934314459988349e-03 1.221777399781759409e-03
7.249145507999999438e+01 4.030635273395625010e-03 6.677508462640487953e-04 9.975769442999622427e-01 1.605092844199621904e-03 1.221750238560700670e-03
7.249755858999999703e+01 4.030798057068692153e-03 6.676195227269901035e-04 9.975768031451477391e-01 1.605251372230825620e-03 1.221723069920137251e-03
7.250366210999999339e+01 4.030960826802415693e-03 6.674881844537133065e-04 9.975766619915554800e-01 1.605409899075957263e-03 1.221695893775059678e-03
7.250976561999999603e+01 4.031123582064481854e-03 6.673568318725275937e-04 9.975765208396020212e-01 1.605568424218446104e-03 1.221668710218529142e-03
7.251586914000000661e+01 4.031286323389244447e-03 6.672254645509592469e-04 9.975763796887789914e-01 1.605726948180631695e-03 1.221641519165475890e-03
7.252197266000000297e+01 4.031449050511068735e-03 6.670940827021541730e-04 9.975762385392722420e-01 1.605885470705666106e-03 1.221614320664432497e-03
7.252807617000000562e+01 4.031611763164401514e-03 6.669626865393546650e-04 9.975760973912678464e-01 1.606043991536707048e-03 1.221587114763975556e-03
7.253417969000000198e+01 4.031774461883434399e-03 6.668312756299571171e-04 9.975759562442578776e-01 1.606202511196069783e-03 1.221559901378947060e-03
7.254028320000000463e+01 4.031937146136050504e-03 6.666998504025286503e-04 9.975758150986604456e-01 1.606361029167187706e-03 1.221532680602506211e-03
7.254638672000000099e+01 4.032099816456333891e-03 6.665684104243783806e-04 9.975756739539684004e-01 1.606519545972358515e-03 1.221505452349436671e-03
7.255249023000000363e+01 4.032262472312243134e-03 6.664369561241767536e-04 9.975755328105997410e-01 1.606678061095016471e-03 1.221478216712936025e-03
7.255859375000000000e+01 4.032425114237752142e-03 6.663054870691450648e-04 9.975753916680482059e-01 1.606836575057442361e-03 1.221450973607728302e-03
7.256469726999999637e+01 4.032587741967332863e-03 6.661740034726222094e-04 9.975752505265009784e-01 1.606995087602780016e-03 1.221423723082398121e-03
7.257080077999999901e+01 4.032750355235547451e-03 6.660425055480467208e-04 9.975751093861457974e-01 1.607153598474175219e-03 1.221396465185570646e-03
7.257690429999999537e+01 4.032912954576205015e-03 6.659109928625094651e-04 9.975749682464767343e-01 1.607312108193884037e-03 1.221369199831884040e-03
7.258300780999999802e+01 4.033075539457459287e-03 6.657794658449387110e-04 9.975748271079136753e-01 1.607470616245345717e-03 1.221341927114631730e-03
7.258911132999999438e+01 4.033238110413015290e-03 6.656479240623386969e-04 9.975746859699506919e-01 1.607629123150799630e-03 1.221314646948392897e-03
7.259521483999999703e+01 4.033400666911104819e-03 6.655163679437410161e-04 9.975745448330077814e-01 1.607787628393685239e-03 1.221287359426499785e-03
7.260131835999999339e+01 4.033563209485321877e-03 6.653847970560625201e-04 9.975744036965804584e-01 1.607946132496224784e-03 1.221260064463471724e-03
7.260742188000000397e+01 4.033725737870251168e-03 6.652532116128369354e-04 9.975742625608577940e-01 1.608104635201550820e-03 1.221232762107942989e-03
7.261352539000000661e+01 4.033888251800555463e-03 6.651216118276982768e-04 9.975741214260288592e-01 1.608263136252799375e-03 1.221205452408589921e-03
7.261962891000000297e+01 4.034050751809674373e-03 6.649899972674325329e-04 9.975739802915898347e-01 1.608421636172166881e-03 1.221178135279843598e-03
7.262573242000000562e+01 4.034213237366026175e-03 6.648583683613298791e-04 9.975738391579618281e-01 1.608580134443098010e-03 1.221150810815133624e-03
7.263183594000000198e+01 4.034375709002941193e-03 6.647267246760897846e-04 9.975736980246410202e-01 1.608738631587773365e-03 1.221123478928834048e-03
7.263793945000000463e+01 4.034538166188920104e-03 6.645950666411060744e-04 9.975735568920492957e-01 1.608897127089638484e-03 1.221096139714411121e-03
7.264404297000000099e+01 4.034700609457177872e-03 6.644633938229907227e-04 9.975734157596835017e-01 1.609055621470854890e-03 1.221068793086180345e-03
7.265014648000000363e+01 4.034863038276298441e-03 6.643317066512420717e-04 9.975732746279657448e-01 1.609214114214872456e-03 1.221041439137647653e-03
7.265625000000000000e+01 4.035025453179388356e-03 6.642000046923844919e-04 9.975731334963933161e-01 1.609372605843834925e-03 1.221014077783068915e-03
7.266235351999999637e+01 4.035187853901170234e-03 6.640682881602037865e-04 9.975729923651573960e-01 1.609531096100863144e-03 1.220986709071142373e-03
7.266845702999999901e+01 4.035350240176448222e-03 6.639365572685850718e-04 9.975728512344501642e-01 1.609689584729076875e-03 1.220959333050606601e-03
7.267456054999999537e+01 4.035512612538172741e-03 6.638048115839234814e-04 9.975727101037690225e-01 1.609848072250598394e-03 1.220931949635631168e-03
7.268066405999999802e+01 4.035674970455115085e-03 6.636730515359753977e-04 9.975725689735379653e-01 1.610006558148879092e-03 1.220904558919816548e-03
7.268676757999999438e+01 4.035837314460116385e-03 6.635412766910483507e-04 9.975724278432552827e-01 1.610165042946022163e-03 1.220877160817274631e-03
7.269287108999999703e+01 4.035999644022022527e-03 6.634094874790041072e-04 9.975722867133447469e-01 1.610323526125480081e-03 1.220849755421643404e-03
7.269897460999999339e+01 4.036161959673570561e-03 6.632776834660622685e-04 9.975721455833056472e-01 1.610482008209341512e-03 1.220822342646977294e-03
7.270507811999999603e+01 4.036324260883680966e-03 6.631458650821879259e-04 9.975720044535620890e-01 1.610640488681056980e-03 1.220794922586949417e-03
7.271118164000000661e+01 4.036486548184983238e-03 6.630140318935143781e-04 9.975718633236140276e-01 1.610798968062700188e-03 1.220767495155557821e-03
7.271728516000000297e+01 4.036648821312334434e-03 6.628821841140800477e-04 9.975717221936547530e-01 1.610957446097373551e-03 1.220740060401561680e-03
7.272338867000000562e+01 4.036811080000680084e-03 6.627503219580236455e-04 9.975715810638782211e-01 1.611115922528183822e-03 1.220712618373760933e-03
7.272949219000000198e+01 4.036973324782482282e-03 6.626184449913473905e-04 9.975714399337847205e-01 1.611274397877178900e-03 1.220685168986065158e-03
7.273559570000000463e+01 4.037135555126863604e-03 6.624865536442774497e-04 9.975712988037997997e-01 1.611432871627812777e-03 1.220657712332244398e-03
7.274169922000000099e+01 4.037297771566174254e-03 6.623546474827278962e-04 9.975711576734241914e-01 1.611591344302116657e-03 1.220630248326148599e-03
7.274780273000000363e+01 4.037459973569613135e-03 6.622227269370299565e-04 9.975710165430841103e-01 1.611749815383546483e-03 1.220602777061586619e-03
7.275390625000000000e+01 4.037622161669422900e-03 6.620907915730107505e-04 9.975708754122808442e-01 1.611908285394115679e-03 1.220575298452348774e-03
7.276000976999999637e+01 4.037784335600576834e-03 6.619588416049071097e-04 9.975707342812095701e-01 1.612066754076914949e-03 1.220547812547243894e-03
7.276611327999999901e+01 4.037946495098125414e-03 6.618268772470546363e-04 9.975705931500659096e-01 1.612225221175041506e-03 1.220520319395122875e-03
7.277221679999999537e+01 4.038108640694153435e-03 6.616948980651508883e-04 9.975704520183521495e-01 1.612383687210481448e-03 1.220492818909687562e-03
7.277832030999999802e+01 4.038270771858050619e-03 6.615629044897868667e-04 9.975703108864951707e-01 1.612542151666696358e-03 1.220465311184842222e-03
7.278442382999999438e+01 4.038432889121793337e-03 6.614308960865733934e-04 9.975701697539978152e-01 1.612700615065656940e-03 1.220437796134233839e-03
7.279052733999999703e+01 4.038594991954848508e-03 6.612988732862053361e-04 9.975700286212875190e-01 1.612859076890821742e-03 1.220410273851800726e-03
7.279663085999999339e+01 4.038757080889080614e-03 6.611668356542064551e-04 9.975698874878675682e-01 1.613017537664148239e-03 1.220382744251133052e-03
7.280273438000000397e+01 4.038919155659570492e-03 6.610347834050103646e-04 9.975697463539348053e-01 1.613175997128714562e-03 1.220355207381085619e-03
7.280883789000000661e+01 4.039081216001477910e-03 6.609027167531521599e-04 9.975696052196867392e-01 1.613334455027604043e-03 1.220327663290556378e-03
7.281494141000000297e+01 4.039243262446507755e-03 6.607706352640238708e-04 9.975694640846269889e-01 1.613492911882747922e-03 1.220300111893046378e-03
7.282104492000000562e+01 4.039405294464323837e-03 6.606385393685835009e-04 9.975693229491845448e-01 1.613651367177607781e-03 1.220272553282589776e-03
7.282714844000000198e+01 4.039567312586520020e-03 6.605064286321358016e-04 9.975691818128634702e-01 1.613809821434096644e-03 1.220244987372629507e-03
7.283325195000000463e+01 4.039729316282832973e-03 6.603743034857429686e-04 9.975690406760934215e-01 1.613968274135679348e-03 1.220217414257237891e-03
7.283935547000000099e+01 4.039891306084755079e-03 6.602421634946235591e-04 9.975688995383794611e-01 1.614126725804251785e-03 1.220189833849799317e-03
7.284545898000000363e+01 4.040053281462099334e-03 6.601100090899443941e-04 9.975687584001508013e-01 1.614285175923277707e-03 1.220162246244422752e-03
7.285156250000000000e+01 4.040215242946246232e-03 6.599778398368372949e-04 9.975686172609132818e-01 1.614443625014638263e-03 1.220134651354436639e-03
7.285766601999999637e+01 4.040377190272411052e-03 6.598456559499913136e-04 9.975684761208657436e-01 1.614602072821396620e-03 1.220107049228756277e-03
7.286376952999999901e+01 4.040539123175897543e-03 6.597134576441969836e-04 9.975683349802078048e-01 1.614760519086619849e-03 1.220079439916340117e-03
7.286987304999999537e+01 4.040701042187921400e-03 6.595812444844553714e-04 9.975681938384453051e-01 1.614918964332165679e-03 1.220051823330430083e-03
7.287597655999999802e+01 4.040862946778492511e-03 6.594490169021951327e-04 9.975680526960094552e-01 1.615077408041496994e-03 1.220024199565226215e-03
7.288208007999999438e+01 4.041024837478719017e-03 6.593167744623307062e-04 9.975679115524066498e-01 1.615235850736455045e-03 1.219996568533912758e-03
7.288818358999999703e+01 4.041186713758689736e-03 6.591845175963959155e-04 9.975677704080685437e-01 1.615394291900505101e-03 1.219968930330727480e-03
7.289428710999999339e+01 4.041348576149404390e-03 6.590522458692179208e-04 9.975676292625023089e-01 1.615552732055471497e-03 1.219941284868797165e-03
7.290039061999999603e+01 4.041510424121025520e-03 6.589199597124356048e-04 9.975674881161396002e-01 1.615711170684818419e-03 1.219913632242395143e-03
7.290649414000000661e+01 4.041672258204446165e-03 6.587876586907886328e-04 9.975673469684880335e-01 1.615869608310355676e-03 1.219885972364591819e-03
7.291259766000000297e+01 4.041834078135024717e-03 6.586553430192244223e-04 9.975672058197490033e-01 1.616028044675128219e-03 1.219858305284361906e-03
7.291870117000000562e+01 4.041995883648198500e-03 6.585230129127884026e-04 9.975670646701240152e-01 1.616186479522185989e-03 1.219830631050723051e-03
7.292480469000000198e+01 4.042157675274698353e-03 6.583906679360916527e-04 9.975669235191211293e-01 1.616344913373313208e-03 1.219802949576658706e-03
7.293090820000000463e+01 4.042319452484883710e-03 6.582583085210351069e-04 9.975667823671738876e-01 1.616503345711975143e-03 1.219775260956533708e-03
7.293701172000000099e+01 4.042481215809371788e-03 6.581259342321419152e-04 9.975666412137906836e-01 1.616661777059941922e-03 1.219747565103275130e-03
7.294311523000000363e+01 4.042642964718602683e-03 6.579935455014193722e-04 9.975665000594051701e-01 1.616820206900676645e-03 1.219719862111284456e-03
7.294921875000000000e+01 4.042804699743086060e-03 6.578611418933031328e-04 9.975663589035266288e-01 1.616978635755932092e-03 1.219692151893429343e-03
7.295532226999999637e+01 4.042966420618288731e-03 6.577287236229398910e-04 9.975662177463582303e-01 1.617137063368741072e-03 1.219664434498733078e-03
7.296142577999999901e+01 4.043128127079758175e-03 6.575962909055763040e-04 9.975660765881027015e-01 1.617295489482139430e-03 1.219636709976257326e-03
7.296752929999999537e+01 4.043289819657844460e-03 6.574638433055186816e-04 9.975659354282704339e-01 1.617453914617855227e-03 1.219608978238785396e-03
7.297363280999999802e+01 4.043451497823176768e-03 6.573313812550364782e-04 9.975657942672957468e-01 1.617612338259354163e-03 1.219581239380810060e-03
7.297973632999999438e+01 4.043613162105996750e-03 6.571989043183492675e-04 9.975656531046894759e-01 1.617770760928348255e-03 1.219553493315056079e-03
7.298583983999999703e+01 4.043774811977012516e-03 6.570664129278324305e-04 9.975655119408868288e-01 1.617929182108303202e-03 1.219525740136054607e-03
7.299194335999999339e+01 4.043936447966355562e-03 6.569339066476189131e-04 9.975653707753981969e-01 1.618087602320914756e-03 1.219497979756471858e-03
7.299804688000000397e+01 4.044098069809596782e-03 6.568013856930543602e-04 9.975652296084285275e-01 1.618246021309200982e-03 1.219470212225375137e-03
7.300415039000000661e+01 4.044259677242399015e-03 6.566688502795878495e-04 9.975650884401826568e-01 1.618404438816185365e-03 1.219442437591874680e-03
7.301025391000000297e+01 4.044421270794728088e-03 6.565362999712205964e-04 9.975649472701721976e-01 1.618562855363537634e-03 1.219414655768549750e-03
7.301635742000000562e+01 4.044582849937484667e-03 6.564037352005925273e-04 9.975648060988334676e-01 1.618721270434724793e-03 1.219386866850022790e-03
7.302246094000000198e+01 4.044744415200534834e-03 6.562711555316186633e-04 9.975646649256785237e-01 1.618879684551403127e-03 1.219359070748817333e-03
7.302856445000000463e+01 4.044905966054851247e-03 6.561385613970439901e-04 9.975645237511440167e-01 1.619038097197036822e-03 1.219331267559591600e-03
7.303466797000000099e+01 4.045067503030190699e-03 6.560059523606967926e-04 9.975643825747428917e-01 1.619196508893266766e-03 1.219303457194811664e-03
7.304077148000000363e+01 4.045229025597605645e-03 6.558733288554280914e-04 9.975642413969123545e-01 1.619354919123556927e-03 1.219275639749171306e-03
7.304687500000000000e+01 4.045390534286742723e-03 6.557406904449793270e-04 9.975641002171650173e-01 1.619513328409533234e-03 1.219247815135080003e-03
7.305297851999999637e+01 4.045552028833315078e-03 6.556080373449566781e-04 9.975639590357078257e-01 1.619671736494193801e-03 1.219219983401663172e-03
7.305908202999999901e+01 4.045713508973115650e-03 6.554753697710668289e-04 9.975638178527477251e-01 1.619830143120543466e-03 1.219192144598087429e-03
7.306518554999999537e+01 4.045874975235631485e-03 6.553426872869208986e-04 9.975636766677982159e-01 1.619988548810181268e-03 1.219164298636676597e-03
7.307128905999999802e+01 4.046036427092108458e-03 6.552099903256344534e-04 9.975635354812979472e-01 1.620146953046572259e-03 1.219136445612214016e-03
7.307739257999999438e+01 4.046197865071923458e-03 6.550772784507324182e-04 9.975633942927608633e-01 1.620305356351300300e-03 1.219108585436966480e-03
7.308349608999999703e+01 4.046359288646398690e-03 6.549445520954358521e-04 9.975632531026259464e-01 1.620463758207831093e-03 1.219080718205755708e-03
7.308959960999999339e+01 4.046520698344800888e-03 6.548118108231822934e-04 9.975631119104076960e-01 1.620622159137731369e-03 1.219052843830788430e-03
7.309570311999999603e+01 4.046682093638533789e-03 6.546790550672993781e-04 9.975629707165454274e-01 1.620780558624465096e-03 1.219024962406922794e-03
7.310180664000000661e+01 4.046843475056754839e-03 6.545462843911378000e-04 9.975628295205544172e-01 1.620938957189585559e-03 1.218997073846309802e-03
7.310791016000000297e+01 4.047004842335314226e-03 6.544134990105639465e-04 9.975626883226430541e-01 1.621097354576073093e-03 1.218969178198132984e-03
7.311401367000000562e+01 4.047166195210148004e-03 6.542806991415440598e-04 9.975625471230207264e-01 1.621255750526912369e-03 1.218941275511615553e-03
7.312011719000000198e+01 4.047327534210252292e-03 6.541478843473000305e-04 9.975624059212024886e-01 1.621414145563632387e-03 1.218913365698825243e-03
7.312622070000000463e+01 4.047488858807223380e-03 6.540150550614239316e-04 9.975622647176292102e-01 1.621572539169695163e-03 1.218885448854706505e-03
7.313232422000000099e+01 4.047650169529946364e-03 6.538822108470493995e-04 9.975621235118169450e-01 1.621730931866613434e-03 1.218857524891268961e-03
7.313842773000000363e+01 4.047811465850094728e-03 6.537493521378759517e-04 9.975619823042066736e-01 1.621889323137851386e-03 1.218829593903495443e-03
7.314453125000000000e+01 4.047972748296449486e-03 6.536164784969509221e-04 9.975618410943148939e-01 1.622047713504903323e-03 1.218801655803337025e-03
7.315063476999999637e+01 4.048134016604967508e-03 6.534835901403429018e-04 9.975616998823516601e-01 1.622206102710737220e-03 1.218773710640022340e-03
7.315673827999999901e+01 4.048295270511689803e-03 6.533506872842212041e-04 9.975615586685279146e-01 1.622364490498321050e-03 1.218745758462818187e-03
7.316284179999999537e+01 4.048456510545238654e-03 6.532177694915039263e-04 9.975614174523604882e-01 1.622522877389129172e-03 1.218717799183590637e-03
7.316894530999999802e+01 4.048617736177475765e-03 6.530848371961554561e-04 9.975612762342915829e-01 1.622681262866622082e-03 1.218689832897412511e-03
7.317504882999999438e+01 4.048778947936912398e-03 6.529518899610063957e-04 9.975611350138385847e-01 1.622839647452256140e-03 1.218661859516093722e-03
7.318115233999999703e+01 4.048940145295484849e-03 6.528189282201269511e-04 9.975609937914444725e-01 1.622998030629493795e-03 1.218633879134739832e-03
7.318725585999999339e+01 4.049101328781601165e-03 6.526859515362626145e-04 9.975608525666268545e-01 1.623156412919774926e-03 1.218605891665104158e-03
7.319335938000000397e+01 4.049262498131326639e-03 6.525529601256845058e-04 9.975607113395975611e-01 1.623314794066051678e-03 1.218577897156458050e-03
7.319946289000000661e+01 4.049423653080807227e-03 6.524199542047656600e-04 9.975605701105687562e-01 1.623473173811275979e-03 1.218549895658112758e-03
7.320556641000000297e+01 4.049584794158285310e-03 6.522869333361210314e-04 9.975604288790591578e-01 1.623631552676867542e-03 1.218521887081735946e-03
7.321166992000000562e+01 4.049745920835894943e-03 6.521538979540872144e-04 9.975602876455124113e-01 1.623789930146284045e-03 1.218493871522523383e-03
7.321777344000000198e+01 4.049907033641766615e-03 6.520208476211919934e-04 9.975601464094470128e-01 1.623948306740928289e-03 1.218465848892085271e-03
7.322387695000000463e+01 4.050068132048112446e-03 6.518877827718781064e-04 9.975600051713078287e-01 1.624106681944258602e-03 1.218437819285654025e-03
7.322998047000000099e+01 4.050229216582953637e-03 6.517547029685875773e-04 9.975598639306140214e-01 1.624265056277660220e-03 1.218409782614782166e-03
7.323608398000000363e+01 4.050390286718578634e-03 6.516216086458692875e-04 9.975597226878099022e-01 1.624423429224591472e-03 1.218381738974738107e-03
7.324218750000000000e+01 4.050551342982903688e-03 6.514884993660792836e-04 9.975595814424152996e-01 1.624581801306422850e-03 1.218353688277017122e-03
7.324829101999999637e+01 4.050712385112129402e-03 6.513553753457503037e-04 9.975594401946443757e-01 1.624740172266084378e-03 1.218325630570946507e-03
7.325439452999999901e+01 4.050873412842551785e-03 6.512222368015185186e-04 9.975592989447108483e-01 1.624898541846510639e-03 1.218297565905893890e-03
7.326049804999999537e+01 4.051034426701914486e-03 6.510890832956085696e-04 9.975591576921352122e-01 1.625056910569047403e-03 1.218269494193269980e-03
7.326660155999999802e+01 4.051195426162704574e-03 6.509559152628369193e-04 9.975590164373628888e-01 1.625215277917149963e-03 1.218241415528430356e-03
7.327270507999999438e+01 4.051356411752566819e-03 6.508227322653428824e-04 9.975588751799150389e-01 1.625373644412152598e-03 1.218213329822731301e-03
7.327880858999999703e+01 4.051517382944052476e-03 6.506895347380477635e-04 9.975587339202374171e-01 1.625532009537505613e-03 1.218185237171560704e-03
7.328491210999999339e+01 4.051678340264704831e-03 6.505563222430056592e-04 9.975585926578512952e-01 1.625690373814527240e-03 1.218157137486219118e-03
7.329101561999999603e+01 4.051839283187154070e-03 6.504230952152448850e-04 9.975584513932034270e-01 1.625848736726670822e-03 1.218129030862131297e-03
7.329711914000000661e+01 4.052000212238829856e-03 6.502898532167315001e-04 9.975583101258150842e-01 1.626007098795236158e-03 1.218100917210538812e-03
7.330322266000000297e+01 4.052161127156075036e-03 6.501565964642633299e-04 9.975581688559019833e-01 1.626165459763132459e-03 1.218072796580823170e-03
7.330932617000000562e+01 4.052322027675316594e-03 6.500233251747378378e-04 9.975580275836803956e-01 1.626323819373273055e-03 1.218044669022406643e-03
7.331542969000000198e+01 4.052482914323820261e-03 6.498900389099919548e-04 9.975578863086718151e-01 1.626482178146934328e-03 1.218016534446446234e-03
7.332153320000000463e+01 4.052643786574411378e-03 6.497567381053213605e-04 9.975577450313243277e-01 1.626640535567567452e-03 1.217988392948454518e-03
7.332763672000000099e+01 4.052804644954251592e-03 6.496234223224769001e-04 9.975576037511603156e-01 1.626798892156434279e-03 1.217960244439532987e-03
7.333374023000000363e+01 4.052965488936242575e-03 6.494900919968622397e-04 9.975574624686274205e-01 1.626957247396982947e-03 1.217932089015227393e-03
7.333984375000000000e+01 4.053126319047433215e-03 6.493567466901405127e-04 9.975573211832490239e-01 1.627115601810460565e-03 1.217903926586584151e-03
7.334594726999999637e+01 4.053287135024274783e-03 6.492233866193134828e-04 9.975571798952418412e-01 1.627273955139759429e-03 1.217875757203025749e-03
7.335205077999999901e+01 4.053447936603302680e-03 6.490900120014855878e-04 9.975570386048238092e-01 1.627432307127776607e-03 1.217847580914015876e-03
7.335815429999999537e+01 4.053608724311403601e-03 6.489566223981898564e-04 9.975568973115174209e-01 1.627590658295734053e-03 1.217819397630515296e-03
7.336425780999999802e+01 4.053769497621671769e-03 6.488232182450984036e-04 9.975567560157725389e-01 1.627749008127078170e-03 1.217791207448156929e-03
7.337036132999999438e+01 4.053930257060890663e-03 6.486897991036582808e-04 9.975566147171123221e-01 1.627907357143016168e-03 1.217763010277845811e-03
7.337646483999999703e+01 4.054091002102229967e-03 6.485563654096479632e-04 9.975564734159869662e-01 1.628065704826994016e-03 1.217734806215249556e-03
7.338256835999999339e+01 4.054251733272363004e-03 6.484229167244290673e-04 9.975563321119198523e-01 1.628224051700202010e-03 1.217706595171216388e-03
7.338867188000000397e+01 4.054412450307845993e-03 6.482894532652080542e-04 9.975561908051298055e-01 1.628382397505518569e-03 1.217678377195211513e-03
7.339477539000000661e+01 4.054573152945322757e-03 6.481559752492961190e-04 9.975560494958356506e-01 1.628540741985820810e-03 1.217650152336739603e-03
7.340087891000000297e+01 4.054733841711300954e-03 6.480224822379240151e-04 9.975559081835619901e-01 1.628699085662278648e-03 1.217621920506564530e-03
7.340698242000000562e+01 4.054894516079145424e-03 6.478889746671386658e-04 9.975557668687591306e-01 1.628857428018333281e-03 1.217593681800440862e-03
7.341308594000000198e+01 4.055055176575260607e-03 6.477554520980851726e-04 9.975556255509523407e-01 1.629015769575137490e-03 1.217565436129075659e-03
7.341918945000000463e+01 4.055215822673083337e-03 6.476219149669172528e-04 9.975554842305922598e-01 1.629174109816132259e-03 1.217537183588257750e-03
7.342529297000000099e+01 4.055376454898911368e-03 6.474883628346945726e-04 9.975553429072044898e-01 1.629332449262455625e-03 1.217508924088638467e-03
7.343139648000000363e+01 4.055537072726265665e-03 6.473547961376785106e-04 9.975552015812404472e-01 1.629490787397545968e-03 1.217480657726041767e-03
7.343750000000000000e+01 4.055697676681322555e-03 6.472212144368411297e-04 9.975550602522252897e-01 1.629649124742526796e-03 1.217452384411062171e-03
7.344360351999999637e+01 4.055858266500786576e-03 6.470876179496562550e-04 9.975549189203795075e-01 1.629807461040251593e-03 1.217424104193217792e-03
7.344970702999999901e+01 4.056018841921433388e-03 6.469540068936977840e-04 9.975547775859240351e-01 1.629965796033576442e-03 1.217395817122066863e-03
7.345581054999999537e+01 4.056179403469285794e-03 6.468203808298094099e-04 9.975546362483843632e-01 1.630124130243602084e-03 1.217367523108119553e-03
7.346191405999999802e+01 4.056339950618057313e-03 6.466867401945218270e-04 9.975544949082130186e-01 1.630282463153762780e-03 1.217339222247285253e-03
7.346801757999999438e+01 4.056500483893662329e-03 6.465530845485911249e-04 9.975543535649367133e-01 1.630440795285144307e-03 1.217310914450020357e-03
7.347412108999999703e+01 4.056661002769888086e-03 6.464194143286558763e-04 9.975542122190079741e-01 1.630599126121177675e-03 1.217282599812265264e-03
7.348022460999999339e+01 4.056821507772537944e-03 6.462857290953860851e-04 9.975540708699532910e-01 1.630757456182933916e-03 1.217254278244421072e-03
7.348632811999999603e+01 4.056981998375485017e-03 6.461520292855282019e-04 9.975539295182263011e-01 1.630915784953843820e-03 1.217225949842464612e-03
7.349243164000000661e+01 4.057142475104421643e-03 6.460183144596654947e-04 9.975537881633538273e-01 1.631074112954961292e-03 1.217197614516738217e-03
7.349853516000000297e+01 4.057302937696184199e-03 6.458845848355379603e-04 9.975536468055581363e-01 1.631232439929118780e-03 1.217169272316813130e-03
7.350463867000000562e+01 4.057463385887689726e-03 6.457508406309862099e-04 9.975535054450610506e-01 1.631390765619147865e-03 1.217140923292299188e-03
7.351074219000000198e+01 4.057623820204472702e-03 6.456170814064652501e-04 9.975533640813901703e-01 1.631549090546081850e-03 1.217112567353454810e-03
7.351684570000000463e+01 4.057784240120595326e-03 6.454833075989908475e-04 9.975532227149996878e-01 1.631707414193346540e-03 1.217084204596342910e-03
7.352294922000000099e+01 4.057944646161481921e-03 6.453495187689311640e-04 9.975530813454174250e-01 1.631865737081959408e-03 1.217055834931166178e-03
7.352905273000000363e+01 4.058105037801268411e-03 6.452157153534087601e-04 9.975529399730977964e-01 1.632024058695344306e-03 1.217027458454021790e-03
7.353515625000000000e+01 4.058265415565275036e-03 6.450818969127065797e-04 9.975527985975688461e-01 1.632182379554503529e-03 1.216999075075056924e-03
7.354125976999999637e+01 4.058425779190440522e-03 6.449480636647710518e-04 9.975526572190541730e-01 1.632340699402249577e-03 1.216970684843881852e-03
7.354736327999999901e+01 4.058586128413792932e-03 6.448142158276512796e-04 9.975525158377769319e-01 1.632499017981397767e-03 1.216942287810146746e-03
7.355346679999999537e+01 4.058746463760488574e-03 6.446803529615007531e-04 9.975523744532657222e-01 1.632657335812927194e-03 1.216913883883914433e-03
7.355957030999999802e+01 4.058906784704854193e-03 6.445464755037113485e-04 9.975522330659760684e-01 1.632815652380257372e-03 1.216885473161367741e-03
7.356567382999999438e+01 4.059067091771941145e-03 6.444125830143507955e-04 9.975520916754367917e-01 1.632973968204353516e-03 1.216857055552513119e-03
7.357177733999999703e+01 4.059227384436151637e-03 6.442786759309196074e-04 9.975519502821035278e-01 1.633132282768631673e-03 1.216828631153565703e-03
7.357788085999999339e+01 4.059387663222426869e-03 6.441447538133988860e-04 9.975518088855057641e-01 1.633290596594040795e-03 1.216800199874476648e-03
7.358398438000000397e+01 4.059547927867816590e-03 6.440108168799429022e-04 9.975516674858676547e-01 1.633448909423377334e-03 1.216771761764896993e-03
7.359008789000000661e+01 4.059708178109454682e-03 6.438768653488092511e-04 9.975515260834140197e-01 1.633607220999436010e-03 1.216743316874517892e-03
7.359619141000000297e+01 4.059868414472114079e-03 6.437428987798496892e-04 9.975513846776742355e-01 1.633765531843144525e-03 1.216714865113206583e-03
7.360229492000000562e+01 4.060028636430399081e-03 6.436089176108348046e-04 9.975512432691051590e-01 1.633923841437915020e-03 1.216686406577261901e-03
7.360839844000000198e+01 4.060188844508974201e-03 6.434749214015308104e-04 9.975511018572367217e-01 1.634082150304658069e-03 1.216657941176497093e-03
7.361450195000000463e+01 4.060349038182519202e-03 6.433409105898164979e-04 9.975509604425258914e-01 1.634240457926786029e-03 1.216629469007244604e-03
7.362060547000000099e+01 4.060509217975590175e-03 6.432068847353710189e-04 9.975508190245028217e-01 1.634398764825193426e-03 1.216600989979260868e-03
7.362670898000000363e+01 4.060669383362941476e-03 6.430728442761820185e-04 9.975506776036245915e-01 1.634557070483289801e-03 1.216572504188913459e-03
7.363281250000000000e+01 4.060829534869026848e-03 6.429387887718435385e-04 9.975505361794222425e-01 1.634715375421954935e-03 1.216544011545901997e-03
7.363891601999999637e+01 4.060989672231033083e-03 6.428047184407777561e-04 9.975503947521211501e-01 1.634873679383960126e-03 1.216515512099928696e-03
7.364501952999999901e+01 4.061149795186231107e-03 6.426706335015108231e-04 9.975502533219475776e-01 1.635031982112078843e-03 1.216487005900734365e-03
7.365112304999999537e+01 4.061309904258911599e-03 6.425365335135067857e-04 9.975501118884326779e-01 1.635190284127169833e-03 1.216458492857936660e-03
7.365722655999999802e+01 4.061469998924019734e-03 6.424024189150235806e-04 9.975499704520340849e-01 1.635348584912635914e-03 1.216429973067986205e-03
