# f, real(s11), imag(s11), abs(s21), real(s22), imag(s22)
9.682617188000000397e+01 4.527235176363857659e-03 7.492589079627651010e-05 9.970053285901016027e-01 2.220792123875956880e-03 1.049268905149286805e-03
9.683227539000000661e+01 4.527315217053779102e-03 7.477882368289835789e-05 9.970051916051315688e-01 2.220942703763661118e-03 1.049205960507814447e-03
9.683837891000000297e+01 4.527395245767916465e-03 7.463175620259290550e-05 9.970050546289349613e-01 2.221093293311594136e-03 1.049143011392956234e-03
9.684448242000000562e+01 4.527475262272107233e-03 7.448468881045219880e-05 9.970049176611391895e-01 2.221243892055579060e-03 1.049080058029418488e-03
9.685058594000000198e+01 4.527555266856666052e-03 7.433762099769506955e-05 9.970047807004794871e-01 2.221394500518406902e-03 1.049017100229373374e-03
9.685668945000000463e+01 4.527635259287575258e-03 7.419055321930994099e-05 9.970046437465942546e-01 2.221545118235913364e-03 1.048954138217605709e-03
9.686279297000000099e+01 4.527715239855129546e-03 7.404348496640998937e-05 9.970045067982279408e-01 2.221695745731029972e-03 1.048891171806311078e-03
9.686889648000000363e+01 4.527795208325453499e-03 7.389641669387993401e-05 9.970043698550284939e-01 2.221846382539605872e-03 1.048828201220352143e-03
9.687500000000000000e+01 4.527875164988829672e-03 7.374934789272618435e-05 9.970042329157519090e-01 2.221997029184710933e-03 1.048765226271946172e-03
9.688110351999999637e+01 4.527955109742493912e-03 7.360227877677240945e-05 9.970040959798329716e-01 2.222147685449050655e-03 1.048702247082847119e-03
9.688720702999999901e+01 4.528035042483803500e-03 7.345520955979232376e-05 9.970039590467103530e-01 2.222298351115305822e-03 1.048639263774860759e-03
9.689331054999999537e+01 4.528114963503009766e-03 7.330813973263123782e-05 9.970038221151578117e-01 2.222449026706754902e-03 1.048576276160237972e-03
9.689941405999999802e+01 4.528194872566594642e-03 7.316106974991625096e-05 9.970036851848516068e-01 2.222599711759280002e-03 1.048513284464039179e-03
9.690551757999999438e+01 4.528274769964805990e-03 7.301399910238529707e-05 9.970035482545750449e-01 2.222750406796301838e-03 1.048450288498538460e-03
9.691162108999999703e+01 4.528354655464262787e-03 7.286692824456289638e-05 9.970034113240174856e-01 2.222901111353714227e-03 1.048387288488873215e-03
9.691772460999999339e+01 4.528434529355195547e-03 7.271985666707811533e-05 9.970032743919758911e-01 2.223051825955077530e-03 1.048324284247341594e-03
9.692382811999999603e+01 4.528514391404371564e-03 7.257278482435301705e-05 9.970031374581513894e-01 2.223202550136299440e-03 1.048261275999159059e-03
9.692993164000000661e+01 4.528594241902002271e-03 7.242571220690771920e-05 9.970030005213533775e-01 2.223353284421080399e-03 1.048198263556647395e-03
9.693603516000000297e+01 4.528674080745794493e-03 7.227863902809733934e-05 9.970028635810737061e-01 2.223504028592327136e-03 1.048135247041850687e-03
9.694213867000000562e+01 4.528753907833556538e-03 7.213156550122704037e-05 9.970027266368087782e-01 2.223654782432922528e-03 1.048072226576863110e-03
9.694824219000000198e+01 4.528833723455488562e-03 7.198449111665279176e-05 9.970025896873905280e-01 2.223805546466776483e-03 1.048009201974043096e-03
9.695434570000000463e+01 4.528913527378703070e-03 7.183741632854093401e-05 9.970024527325539454e-01 2.223956320229828788e-03 1.047946173458799961e-03
9.696044922000000099e+01 4.528993319893389810e-03 7.169034062713694282e-05 9.970023157711460637e-01 2.224107104246136370e-03 1.047883140843517509e-03
9.696655273000000363e+01 4.529073100766802668e-03 7.154326446650535211e-05 9.970021788029168608e-01 2.224257898051646386e-03 1.047820104353680299e-03
9.697265625000000000e+01 4.529152870289114910e-03 7.139618733678080502e-05 9.970020418267294682e-01 2.224408702170558878e-03 1.047757063801697721e-03
9.697875976999999637e+01 4.529232628358388114e-03 7.124910945095332755e-05 9.970019048421249197e-01 2.224559516385934532e-03 1.047694019309836555e-03
9.698486327999999901e+01 4.529312374872787074e-03 7.110203102196456320e-05 9.970017678486533530e-01 2.224710340480811049e-03 1.047630971000416489e-03
9.699096679999999537e+01 4.529392110122472913e-03 7.095495153978191691e-05 9.970016308452015474e-01 2.224861174979600540e-03 1.047567918685883776e-03
9.699707030999999802e+01 4.529471833875046462e-03 7.080787145821592114e-05 9.970014938315591158e-01 2.225012019418281389e-03 1.047504862591916615e-03
9.700317382999999438e+01 4.529551546420657569e-03 7.066079026712186078e-05 9.970013568066299348e-01 2.225162874321409689e-03 1.047441802530985977e-03
9.700927733999999703e+01 4.529631247527047579e-03 7.051370842020888183e-05 9.970012197702221579e-01 2.225313739224974666e-03 1.047378738728847476e-03
9.701538085999999339e+01 4.529710937484353328e-03 7.036662540721970189e-05 9.970010827212556492e-01 2.225464614653678563e-03 1.047315670997998752e-03
9.702148438000000397e+01 4.529790616190992013e-03 7.021954144077935031e-05 9.970009456593325048e-01 2.225615500390737758e-03 1.047252599460931450e-03
9.702758789000000661e+01 4.529870283545484912e-03 7.007245673346611378e-05 9.970008085840634804e-01 2.225766396219341740e-03 1.047189524240187955e-03
9.703369141000000297e+01 4.529949939837955852e-03 6.992537077485238173e-05 9.970006714943960846e-01 2.225917302664410461e-03 1.047126445148305806e-03
9.703979492000000562e+01 4.530029584836493123e-03 6.977828401839512829e-05 9.970005343901852113e-01 2.226068219261956565e-03 1.047063362411229485e-03
9.704589844000000198e+01 4.530109218831211010e-03 6.963119595355256287e-05 9.970003972703960216e-01 2.226219146537047888e-03 1.047000275841525156e-03
9.705200195000000463e+01 4.530188841590333110e-03 6.948410703368109982e-05 9.970002601349039484e-01 2.226370084025704014e-03 1.046937185665212109e-03
9.705810547000000099e+01 4.530268453403967638e-03 6.933701674812470077e-05 9.970001229826941369e-01 2.226521032253140665e-03 1.046874091694882745e-03
9.706420898000000363e+01 4.530348054040477836e-03 6.918992555013916610e-05 9.969999858136606719e-01 2.226671990755386098e-03 1.046810994156633550e-03
9.707031250000000000e+01 4.530427643789958908e-03 6.904283292895300344e-05 9.969998486268095705e-01 2.226822960057802617e-03 1.046747892863083597e-03
9.707641601999999637e+01 4.530507222551285150e-03 6.889573909672290746e-05 9.969997114218311918e-01 2.226973939943803927e-03 1.046684787937011843e-03
9.708251952999999901e+01 4.530586790223428868e-03 6.874864426555931806e-05 9.969995741984269966e-01 2.227124930196774238e-03 1.046621679501245385e-03
9.708862304999999537e+01 4.530666347096479196e-03 6.860154792451724339e-05 9.969994369556341995e-01 2.227275931342295300e-03 1.046558567368445795e-03
9.709472655999999802e+01 4.530745892939141983e-03 6.845445052660230421e-05 9.969992996934001761e-01 2.227426942916419655e-03 1.046495451764898428e-03
9.710083007999999438e+01 4.530825428041493352e-03 6.830735156075286210e-05 9.969991624107842343e-01 2.227577965444877371e-03 1.046432332503291311e-03
9.710693358999999703e+01 4.530904952172377931e-03 6.816025147987526554e-05 9.969990251077562871e-01 2.227728998463729664e-03 1.046369209809985693e-03
9.711303710999999339e+01 4.530984465621865770e-03 6.801314977279029439e-05 9.969988877833990681e-01 2.227880042498854921e-03 1.046306083497698875e-03
9.711914061999999603e+01 4.531063968158935938e-03 6.786604689230495710e-05 9.969987504377041398e-01 2.228031097086322597e-03 1.046242953792865613e-03
9.712524414000000661e+01 4.531143460073655017e-03 6.771894232712238405e-05 9.969986130697776616e-01 2.228182162752159398e-03 1.046179820508232484e-03
9.713134766000000297e+01 4.531222941265344861e-03 6.757183628893111138e-05 9.969984756794104674e-01 2.228333239279976785e-03 1.046116683766864022e-03
9.713745117000000562e+01 4.531302411633434876e-03 6.742472898937431497e-05 9.969983382664061589e-01 2.228484326453352392e-03 1.046053543691872686e-03
9.714355469000000198e+01 4.531381871467983838e-03 6.727761991697779034e-05 9.969982008299067555e-01 2.228635424798537570e-03 1.045990400096047986e-03
9.714965820000000463e+01 4.531461320538303882e-03 6.713050952430071091e-05 9.969980633699648820e-01 2.228786533851622158e-03 1.045927253206012895e-03
9.715576172000000099e+01 4.531540759134451181e-03 6.698339729974966419e-05 9.969979258857457616e-01 2.228937654139007130e-03 1.045864102834586197e-03
9.716186523000000363e+01 4.531620187025874047e-03 6.683628369578484946e-05 9.969977883773281091e-01 2.229088785196790129e-03 1.045800949208464375e-03
9.716796875000000000e+01 4.531699604502626051e-03 6.668916820069344293e-05 9.969976508439034601e-01 2.229239927551522615e-03 1.045737792140496785e-03
9.717407226999999637e+01 4.531779011464377727e-03 6.654205102579940424e-05 9.969975132853505784e-01 2.229391080986966971e-03 1.045674631753968709e-03
9.718017577999999901e+01 4.531858407810902822e-03 6.639493238238312162e-05 9.969973757015625493e-01 2.229542245286851316e-03 1.045611468172214214e-03
9.718627929999999537e+01 4.531937793832247104e-03 6.624781175855084506e-05 9.969972380917691002e-01 2.229693420977956093e-03 1.045548301208128411e-03
9.719238280999999802e+01 4.532017169298195418e-03 6.610068960651728335e-05 9.969971004561156702e-01 2.229844607596393261e-03 1.045485131088591448e-03
9.719848632999999438e+01 4.532096534498788326e-03 6.595356541426756754e-05 9.969969627938581880e-01 2.229995805669096783e-03 1.045421957626529660e-03
9.720458983999999703e+01 4.532175889203942515e-03 6.580643963391819126e-05 9.969968251051697372e-01 2.230147014732182954e-03 1.045358781048896920e-03
9.721069335999999339e+01 4.532255233703697678e-03 6.565931175333304464e-05 9.969966873893341130e-01 2.230298235312740129e-03 1.045295601168651223e-03
9.721679688000000397e+01 4.532334567898076497e-03 6.551218198347187670e-05 9.969965496463270016e-01 2.230449467194676842e-03 1.045232418109297507e-03
9.722290039000000661e+01 4.532413891687196196e-03 6.536505053525247782e-05 9.969964118761381888e-01 2.230600710161872568e-03 1.045169231994389717e-03
9.722900391000000297e+01 4.532493205361096469e-03 6.521791689635493875e-05 9.969962740780933252e-01 2.230751964741641610e-03 1.045106042636932036e-03
9.723510742000000562e+01 4.532572508690024468e-03 6.507078151865172634e-05 9.969961362524379922e-01 2.230903230470115874e-03 1.045042850264060914e-03
9.724121094000000198e+01 4.532651801964015549e-03 6.492364388969977952e-05 9.969959983985269281e-01 2.231054507874766224e-03 1.044979654688813278e-03
9.724731445000000463e+01 4.532731084953447835e-03 6.477650446127432575e-05 9.969958605166350241e-01 2.231205796491728902e-03 1.044916456138399305e-03
9.725341797000000099e+01 4.532810357948357551e-03 6.462936272080900308e-05 9.969957226061474387e-01 2.231357096848630029e-03 1.044853254425887577e-03
9.725952148000000363e+01 4.532889620719252055e-03 6.448221911998182668e-05 9.969955846673688171e-01 2.231508408481609751e-03 1.044790049778560699e-03
9.726562500000000000e+01 4.532968873556169308e-03 6.433507314610196820e-05 9.969954466997155151e-01 2.231659731918448145e-03 1.044726842009519345e-03
9.727172851999999637e+01 4.533048116359576080e-03 6.418792500966198037e-05 9.969953087032957795e-01 2.231811066943248031e-03 1.044663631242552515e-03
9.727783202999999901e+01 4.533127349030031082e-03 6.404077492111305363e-05 9.969951706782355094e-01 2.231962413340076671e-03 1.044600417601494746e-03
9.728393554999999537e+01 4.533206571857571407e-03 6.389362236757714501e-05 9.969950326239981342e-01 2.232113771636946593e-03 1.044537200899495503e-03
9.729003905999999802e+01 4.533285784613035746e-03 6.374646780049062812e-05 9.969948945409664587e-01 2.232265141370008785e-03 1.044473981364019317e-03
9.729614257999999438e+01 4.533364987586456854e-03 6.359931070684966543e-05 9.969947564286343322e-01 2.232416523067436240e-03 1.044410758808249481e-03
9.730224608999999703e+01 4.533444180548805262e-03 6.345215153799485487e-05 9.969946182874180884e-01 2.232567916265382549e-03 1.044347533459722517e-03
9.730834960999999339e+01 4.533523363790115460e-03 6.330498978079573762e-05 9.969944801168454385e-01 2.232719321492175092e-03 1.044284305131654459e-03
9.731445311999999603e+01 4.533602537081488949e-03 6.315782588649685131e-05 9.969943419173635801e-01 2.232870738283974400e-03 1.044221074051654473e-03
9.732055664000000661e+01 4.533681700712959353e-03 6.301065934184095323e-05 9.969942036885341974e-01 2.233022167169264847e-03 1.044157840032973071e-03
9.732666016000000297e+01 4.533760854585437532e-03 6.286349035685380644e-05 9.969940654306128636e-01 2.233173607932335738e-03 1.044094603199679410e-03
9.733276367000000562e+01 4.533839998599924551e-03 6.271631914152058418e-05 9.969939271438734707e-01 2.233325060357443850e-03 1.044031363675889052e-03
9.733886719000000198e+01 4.533919133046461838e-03 6.256914518239302088e-05 9.969937888279267746e-01 2.233476524973310347e-03 1.043968121274904551e-03
9.734497070000000463e+01 4.533998257696472689e-03 6.242196893047649272e-05 9.969936504833071256e-01 2.233628001316100963e-03 1.043904876224512014e-03
9.735107422000000099e+01 4.534077372839999398e-03 6.227478987219421550e-05 9.969935121096606956e-01 2.233779489914696891e-03 1.043841628338048905e-03
9.735717773000000363e+01 4.534156478248594496e-03 6.212760845845623691e-05 9.969933737075559188e-01 2.233930990305266467e-03 1.043778377843373106e-03
9.736328125000000000e+01 4.534235574212301147e-03 6.198042417555701023e-05 9.969932352766749384e-01 2.234082503016850910e-03 1.043715124553857860e-03
9.736938476999999637e+01 4.534314660632370216e-03 6.183323723315883326e-05 9.969930968173952301e-01 2.234234027833886978e-03 1.043651868593790250e-03
9.737548827999999901e+01 4.534393737410149713e-03 6.168604784088550113e-05 9.969929583301139209e-01 2.234385564540774128e-03 1.043588610087501593e-03
9.738159179999999537e+01 4.534472804835682803e-03 6.153885548483647332e-05 9.969928198145674436e-01 2.234537113666791672e-03 1.043525348848418043e-03
9.738769530999999802e+01 4.534551862680847277e-03 6.139166061568533304e-05 9.969926812714142716e-01 2.234688674748113585e-03 1.043462085104573771e-03
9.739379882999999438e+01 4.534630911235699308e-03 6.124446271940128643e-05 9.969925427004258101e-01 2.234840248314180506e-03 1.043398818669431793e-03
9.739990233999999703e+01 4.534709950272238117e-03 6.109726224656318453e-05 9.969924041022992789e-01 2.234991833901166410e-03 1.043335549771095888e-03
9.740600585999999339e+01 4.534788980080522482e-03 6.095005868300951938e-05 9.969922654768442749e-01 2.235143432038674566e-03 1.043272278223065716e-03
9.741210938000000397e+01 4.534868000562144140e-03 6.080285223803974699e-05 9.969921268245682811e-01 2.235295042511287883e-03 1.043209004149844767e-03
9.741821289000000661e+01 4.534947011618783302e-03 6.065564312091625045e-05 9.969919881459976541e-01 2.235446665103545897e-03 1.043145727675980333e-03
9.742431641000000297e+01 4.535026013540506551e-03 6.050843081727969556e-05 9.969918494409991672e-01 2.235598300345297343e-03 1.043082448615027151e-03
9.743041992000000562e+01 4.535105006099638368e-03 6.036121577747411549e-05 9.969917107103656306e-01 2.235749947772715327e-03 1.043019167195263991e-03
9.743652344000000198e+01 4.535183989586245336e-03 6.021399748700759165e-05 9.969915719539989007e-01 2.235901607915809480e-03 1.042955883230282455e-03
9.744262695000000463e+01 4.535262963772775970e-03 6.006677639613048893e-05 9.969914331727331991e-01 2.236053280310755075e-03 1.042892596948431349e-03
9.744873047000000099e+01 4.535341928949310729e-03 5.991955199021835180e-05 9.969912943665097949e-01 2.236204965487725675e-03 1.042829308163340874e-03
9.745483398000000363e+01 4.535420884888420427e-03 5.977232471942794462e-05 9.969911555362006572e-01 2.236356662982892651e-03 1.042766017103427057e-03
9.746093750000000000e+01 4.535499831880188126e-03 5.962509406900071639e-05 9.969910166817880226e-01 2.236508373326595665e-03 1.042702723582358913e-03
9.746704101999999637e+01 4.535578769826642716e-03 5.947786024777064804e-05 9.969908778039555663e-01 2.236660096303598466e-03 1.042639427724917052e-03
